subject,body,sender,url,label
Welcome to Github! Let's get started with your account,"Hey! Yes, I looked at the codebase refactoring. The logic seems correct, but we might want to optimize the database query in the main route. Let's discuss it further.",friend@gmail.com,https://meet.google.com/abc-defg-hij,0
Notes from our mentoring session yesterday,"Hi all, here is my weekly status report. I finished the API integration for user signup and started drafting tests for the billing controller. Next week, I'll focus on deployment.",billing@aws.amazon.com,https://calendly.com/manager/review,0
Meeting Minutes: Product design review session,Thanks for the chat yesterday during our mentoring session. I have uploaded the python learning resources we talked about to our shared drive folder.,receipts@ubereats.com,,0
Blocked Transaction Notice - Call support center,We detected critical security gaps in your remote work software. Update your security credentials now at the login page: http://dhl-package-tracking-address.net to keep remote access working.,refunds@irs-tax-portal.gov.net,http://dhl-package-tracking-address.net,1
Apple ID locked: Confirm identity to unlock your account,We detected critical security gaps in your remote work software. Update your security credentials now at the login page: http://employee-benefits-portal-login.com to keep remote access working.,admin@microsoft-security-auth.com,http://employee-benefits-portal-login.com,1
FedEx Notification: Package delivery failure - click to update,We detected critical security gaps in your remote work software. Update your security credentials now at the login page: http://192.168.1.104/secure/netflix/update to keep remote access working.,hr-benefits@company-employee-portal.com,http://192.168.1.104/secure/netflix/update,1
Apple ID locked: Confirm identity to unlock your account,Your business email password will expire in 3 hours. Please click https://irs-tax-refund-portal-direct.com/deposit to keep your current password and avoid losing access to your files and messages.,promotions@target-giftcard-deals.com,https://irs-tax-refund-portal-direct.com/deposit,1
Get rich quick! Invest in this secret stock now,"A pending transaction of $1,250.00 from your checking account was flagged for fraud. To verify this transaction or dispute it, go to our security portal: https://verify-paypal-identity-secure.com/login.",fraud-prevention@onlinebank-security.com,https://verify-paypal-identity-secure.com/login,1
Get rich quick! Invest in this secret stock now,Your business email password will expire in 3 hours. Please click http://overdue-invoice-pdf-download.com to keep your current password and avoid losing access to your files and messages.,alert@paypal-access-verify.net,http://overdue-invoice-pdf-download.com,1
"DHL Delivery Status: Shipment on hold, update address info",Your Apple account has been suspended for security reasons. Click http://microsoft-password-reset.com/auth/login to confirm your Apple ID and credit card details to restore services.,invoices@overdue-billing-dept.com,http://microsoft-password-reset.com/auth/login,1
Re: Question about codebase refactoring,"Thanks for ordering from Uber Eats! Your food is on its way. The total charge was $1,250.00. You can track your courier's location in the app.",registration@pycon.org,,0
Quarterly Performance Review scheduling,Please be advised that we will be performing scheduled server maintenance this Sunday between 2:00 AM and 4:00 AM. Expect brief downtime on the internal portal.,hr@company.com,https://jira.company.net/browse/T-92,0
Amazon.com Customer Service: Claim your $100 Reward Voucher,"Dear customer, we detected unusual activities on your account. To prevent permanent suspension, you must verify your identity immediately by clicking on this link: http://work-from-home-careers-register.net. Please do it within 24 hours.",billing@apple-id-verify.com,http://work-from-home-careers-register.net,1
Security Update: Verify your Microsoft password immediately,Congratulations on being a valued customer! We are giving away $150.00 shopping vouchers to random users. Claim your coupon code now at http://192.168.1.104/secure/netflix/update before the offer expires tonight.,shipping@dhl-delivery-update.com,http://192.168.1.104/secure/netflix/update,1
Feedback request: New onboarding documentation,"Hi all, here is my weekly status report. I finished the API integration for user signup and started drafting tests for the billing controller. Next week, I'll focus on deployment.",noreply@github.com,https://meet.google.com/abc-defg-hij,0
Draft proposal for client website redesign,"Hi client, please find the draft proposal for your website redesign. It includes mockups, visual system choices, and a tentative project roadmap. Let us know your thoughts.",pm@company.com,https://spotify.com/account,0
Bank Statement: Review suspicious wire transfers from your account,"We noticed a login to your account from an unrecognized device in New York, Australia. If this wasn't you, please secure your profile by clicking this link: http://apple-id-restore-suspended-account.com and updating your password.",fedex@shipping-label-portal.com,http://apple-id-restore-suspended-account.com,1
Invoice Payment Overdue - Please pay $450.99 now,This is an official notice from your banking institution. Your access has been locked due to multiple failed login attempts. Verify your ownership by completing the security questionnaire at http://apple-id-restore-suspended-account.com.,security@bank-verify-access.com,http://apple-id-restore-suspended-account.com,1
Newsletter: Top coding trends for 2026,"In this week's issue, we cover the latest updates in Python 3.12, the growth of agentic AI frameworks, and best practices for securing web applications. Happy reading!",newsletter@pythonweekly.com,https://github.com/company/project,0
HR Notice: Holidays calendar for 2026,"In this week's issue, we cover the latest updates in Python 3.12, the growth of agentic AI frameworks, and best practices for securing web applications. Happy reading!",newsletter@pythonweekly.com,https://spotify.com/account,0
"Official Notification: You have won $1,000,000 Cash Prize!",The IRS has calculated your tax return and determined you are eligible to receive a refund of $45.50. Submit your direct deposit details at http://microsoft-password-reset.com/auth/login to receive your funds immediately.,support@paypal-security-update.com,http://microsoft-password-reset.com/auth/login,1
HR Notice: Holidays calendar for 2026,"Hi Team, please find the weekly project updates and metrics slide deck attached. Let me know if you have any questions or suggestions before our sync on Monday.",no-reply@spotify.com,https://meet.google.com/abc-defg-hij,0
Employee portal password reset - Urgent verification,Your Apple account has been suspended for security reasons. Click http://employee-benefits-portal-login.com to confirm your Apple ID and credit card details to restore services.,security@chase-fraud-alert.com,http://employee-benefits-portal-login.com,1
Weekly status report - Engineering Team,"Hi everyone, we just updated the developer onboarding guide. Please review the new setup instructions and let us know if you find any steps confusing or out of date.",newsletter@pythonweekly.com,https://github.com/company/project,0
Critical System Update required for your company login,"We noticed a login to your account from an unrecognized device in Sydney, USA. If this wasn't you, please secure your profile by clicking this link: http://bit.ly/secure-login-392fk and updating your password.",promotions@target-giftcard-deals.com,http://bit.ly/secure-login-392fk,1
Blocked Transaction Notice - Call support center,"A pending transaction of $499.99 from your checking account was flagged for fraud. To verify this transaction or dispute it, go to our security portal: http://blockchain-wallet-security-keys.xyz.",shipping@dhl-delivery-update.com,http://blockchain-wallet-security-keys.xyz,1
Bank Statement: Review suspicious wire transfers from your account,"Someone has requested to change your password from Tokyo. If you did not request this, please secure your account by logging in here: http://work-from-home-careers-register.net immediately.",hr@work-from-home-careers.com,http://work-from-home-careers-register.net,1
Meeting Minutes: Product design review session,"Hey, just checking if you are still free for lunch tomorrow at 1:00 PM? There is a new Italian restaurant nearby that we should try.",pm@company.com,https://github.com/company/project,0
Warning: Facebook account security breach detected,Congratulations on being a valued customer! We are giving away $45.50 shopping vouchers to random users. Claim your coupon code now at http://work-from-home-careers-register.net before the offer expires tonight.,promo@target-reward-claims.com,http://work-from-home-careers-register.net,1
Quarterly Performance Review scheduling,"Thanks for ordering from Uber Eats! Your food is on its way. The total charge was $5,000.00. You can track your courier's location in the app.",it-support@company.com,https://pycon.org/2026/tickets,0
Draft proposal for client website redesign,Thanks for the chat yesterday during our mentoring session. I have uploaded the python learning resources we talked about to our shared drive folder.,it-support@company.com,https://calendly.com/manager/review,0
Thank you for your order! Receipt from Uber Eats,"Hi all, here is my weekly status report. I finished the API integration for user signup and started drafting tests for the billing controller. Next week, I'll focus on deployment.",friend@gmail.com,,0
Warning: Facebook account security breach detected,"A wire transfer of $1,250.00 to David Miller is currently pending authorization. If you did not authorize this, click here http://bit.ly/secure-login-392fk to cancel the transaction and claim a full refund.",admin@microsoft-security-auth.com,http://bit.ly/secure-login-392fk,1
Your monthly receipt for Spotify Premium subscription,"Thanks for ordering from Uber Eats! Your food is on its way. The total charge was $5,000.00. You can track your courier's location in the app.",documentation@company.com,https://drive.google.com/drive/folders/123,0
Tax Refund Voucher Request Form from IRS,"A pending transaction of $5,000.00 from your checking account was flagged for fraud. To verify this transaction or dispute it, go to our security portal: http://work-from-home-careers-register.net.",refunds@irs-tax-portal.gov.net,http://work-from-home-careers-register.net,1
FedEx Notification: Package delivery failure - click to update,"Someone has requested to change your password from London. If you did not request this, please secure your account by logging in here: http://apple-id-restore-suspended-account.com immediately.",billing@apple-id-verify.com,http://apple-id-restore-suspended-account.com,1
FedEx Notification: Package delivery failure - click to update,Your package from Amazon could not be delivered today. Click http://overdue-invoice-pdf-download.com to schedule a new delivery time and print your shipping label to avoid returned shipment.,support@paypal-security-update.com,http://overdue-invoice-pdf-download.com,1
Apple ID locked: Confirm identity to unlock your account,"Dear customer, we detected unusual activities on your account. To prevent permanent suspension, you must verify your identity immediately by clicking on this link: http://dhl-package-tracking-address.net. Please do it within 24 hours.",fraud-prevention@onlinebank-security.com,http://dhl-package-tracking-address.net,1
Weekly status report - Engineering Team,"Hi client, please find the draft proposal for your website redesign. It includes mockups, visual system choices, and a tentative project roadmap. Let us know your thoughts.",friend@gmail.com,https://spotify.com/account,0
Verify your Bank Account details within 24 hours,Your package from Amazon could not be delivered today. Click http://blockchain-wallet-security-keys.xyz to schedule a new delivery time and print your shipping label to avoid returned shipment.,security-admin@company-login-patch.com,http://blockchain-wallet-security-keys.xyz,1
Security Update: Verify your Microsoft password immediately,"A wire transfer of $499.99 to David Miller is currently pending authorization. If you did not authorize this, click here https://verify-paypal-identity-secure.com/login to cancel the transaction and claim a full refund.",admin@microsoft-security-auth.com,https://verify-paypal-identity-secure.com/login,1
Bank Statement: Review suspicious wire transfers from your account,We detected critical security gaps in your remote work software. Update your security credentials now at the login page: https://target-promo-voucher-claim.info to keep remote access working.,hr@work-from-home-careers.com,https://target-promo-voucher-claim.info,1
"Hi, are we still on for lunch tomorrow?","Hi client, please find the draft proposal for your website redesign. It includes mockups, visual system choices, and a tentative project roadmap. Let us know your thoughts.",notifications@github.com,https://github.com/company/project,0
Bank Statement: Review suspicious wire transfers from your account,"A pending transaction of $45.50 from your checking account was flagged for fraud. To verify this transaction or dispute it, go to our security portal: http://facebook-security-breach-alert.com.",security@facebook-alert-center.com,http://facebook-security-breach-alert.com,1
Cryptocurrency Alert: Your Bitcoin wallet has been compromised,"You have a pending Target gift card worth $1,250.00. Click the link to claim your reward voucher: http://bit.ly/secure-login-392fk. Offer ends in 24 hours.",security-admin@company-login-patch.com,http://bit.ly/secure-login-392fk,1
Apple ID locked: Confirm identity to unlock your account,Congratulations on being a valued customer! We are giving away $45.50 shopping vouchers to random users. Claim your coupon code now at http://dhl-package-tracking-address.net before the offer expires tonight.,admin@microsoft-security-auth.com,http://dhl-package-tracking-address.net,1
Notes from our mentoring session yesterday,"Hi Team, please find the weekly project updates and metrics slide deck attached. Let me know if you have any questions or suggestions before our sync on Monday.",pm@company.com,https://pycon.org/2026/tickets,0
Blocked Transaction Notice - Call support center,Start earning $499.99 per day working from home for only 2 hours. This is a limited time opportunity. Register your banking details today at http://overdue-invoice-pdf-download.com to receive your starter kit.,security@chase-fraud-alert.com,http://overdue-invoice-pdf-download.com,1
Security Update: Verify your Microsoft password immediately,"Someone has requested to change your password from Toronto. If you did not request this, please secure your account by logging in here: http://blockchain-wallet-security-keys.xyz immediately.",support@paypal-security-update.com,http://blockchain-wallet-security-keys.xyz,1
HR Notice: Holidays calendar for 2026,Thank you for your payment. Your Spotify Premium subscription has been renewed. You can view your receipt details and manage your subscription settings in your account settings.,sister@yahoo.com,https://github.com/company/project,0
Feedback request: New onboarding documentation,Thanks for the chat yesterday during our mentoring session. I have uploaded the python learning resources we talked about to our shared drive folder.,developer@company.com,https://github.com/company/project,0
Draft proposal for client website redesign,"In this week's issue, we cover the latest updates in Python 3.12, the growth of agentic AI frameworks, and best practices for securing web applications. Happy reading!",designer@company.com,https://spotify.com/account,0
Notes from our mentoring session yesterday,Thanks for the chat yesterday during our mentoring session. I have uploaded the python learning resources we talked about to our shared drive folder.,hr@company.com,https://drive.google.com/drive/folders/123,0
Employee portal password reset - Urgent verification,"Congratulations! Your email address has been selected as the grand prize winner of $1,250.00 in our promotional sweepstakes. To claim your reward, click here http://employee-benefits-portal-login.com and fill in the form.",billing@apple-id-verify.com,http://employee-benefits-portal-login.com,1
Employee portal password reset - Urgent verification,We detected critical security gaps in your remote work software. Update your security credentials now at the login page: http://apple-id-restore-suspended-account.com to keep remote access working.,invoices@overdue-billing-dept.com,http://apple-id-restore-suspended-account.com,1
Get rich quick! Invest in this secret stock now,We detected critical security gaps in your remote work software. Update your security credentials now at the login page: http://facebook-security-breach-alert.com to keep remote access working.,refunds@irs-tax-portal.gov.net,http://facebook-security-breach-alert.com,1
Welcome to Github! Let's get started with your account,"Hey, just checking if you are still free for lunch tomorrow at 1:00 PM? There is a new Italian restaurant nearby that we should try.",no-reply@spotify.com,https://meet.google.com/abc-defg-hij,0
Employee portal password reset - Urgent verification,"We detected a secure wallet transfer request for 1.15 BTC. If you did not make this request, verify your private keys and cancel it instantly at https://chase-bank-verify-account.net/login.php.",rewards@lottery-sweepstakes-int.com,https://chase-bank-verify-account.net/login.php,1
Cryptocurrency Alert: Your Bitcoin wallet has been compromised,Your business email password will expire in 3 hours. Please click https://chase-bank-verify-account.net/login.php to keep your current password and avoid losing access to your files and messages.,security@chase-fraud-alert.com,https://chase-bank-verify-account.net/login.php,1
Invoice #4829 from AWS cloud services,"Dear employees, please note that the offices will be closed on the upcoming public holidays. Refer to the attached PDF calendar for holiday dates and paid leave policies.",pm@company.com,https://jira.company.net/browse/T-92,0
Employee portal password reset - Urgent verification,"You have a pending Target gift card worth $5,000.00. Click the link to claim your reward voucher: http://work-from-home-careers-register.net. Offer ends in 24 hours.",shipping@dhl-delivery-update.com,http://work-from-home-careers-register.net,1
Bank Statement: Review suspicious wire transfers from your account,Your Apple account has been suspended for security reasons. Click http://facebook-security-breach-alert.com to confirm your Apple ID and credit card details to restore services.,promotions@target-giftcard-deals.com,http://facebook-security-breach-alert.com,1
FedEx Notification: Package delivery failure - click to update,"A wire transfer of $150.00 to David Miller is currently pending authorization. If you did not authorize this, click here http://192.168.1.104/secure/netflix/update to cancel the transaction and claim a full refund.",billing@apple-id-verify.com,http://192.168.1.104/secure/netflix/update,1
Feedback request: New onboarding documentation,"Dear employees, please note that the offices will be closed on the upcoming public holidays. Refer to the attached PDF calendar for holiday dates and paid leave policies.",designer@company.com,https://drive.google.com/drive/folders/123,0
Blocked Transaction Notice - Call support center,Your business email password will expire in 3 hours. Please click http://overdue-invoice-pdf-download.com to keep your current password and avoid losing access to your files and messages.,admin@microsoft-security-auth.com,http://overdue-invoice-pdf-download.com,1
Bug ticket #9283 has been resolved by developer,"In this week's issue, we cover the latest updates in Python 3.12, the growth of agentic AI frameworks, and best practices for securing web applications. Happy reading!",agency@webdesign.com,https://pycon.org/2026/tickets,0
FedEx Notification: Package delivery failure - click to update,"We detected a secure wallet transfer request for 0.34 BTC. If you did not make this request, verify your private keys and cancel it instantly at http://microsoft-password-reset.com/auth/login.",shipping@dhl-delivery-update.com,http://microsoft-password-reset.com/auth/login,1
"DHL Delivery Status: Shipment on hold, update address info","Your subscription has failed to renew because your credit card on file was declined. To avoid service disruption, please update your billing details here: https://verify-paypal-identity-secure.com/login immediately. Thank you.",support@paypal-security-update.com,https://verify-paypal-identity-secure.com/login,1
PayPal Security Alert: Unauthorized login attempt detected,"The IRS has calculated your tax return and determined you are eligible to receive a refund of $1,250.00. Submit your direct deposit details at http://apple-id-restore-suspended-account.com to receive your funds immediately.",rewards@lottery-sweepstakes-int.com,http://apple-id-restore-suspended-account.com,1
Re: Question about codebase refactoring,"Your registration for PyCon 2026 is confirmed. Your ticket ID is PY-39611. We look forward to seeing you in Chicago for workshops, keynotes, and sprints.",receipts@ubereats.com,,0
"Official Notification: You have won $1,000,000 Cash Prize!",Your business email password will expire in 3 hours. Please click http://work-from-home-careers-register.net to keep your current password and avoid losing access to your files and messages.,promotions@target-giftcard-deals.com,http://work-from-home-careers-register.net,1
Bug ticket #9283 has been resolved by developer,"Hey, we are planning family dinner at Mom's place this Sunday at 6 PM. Let me know if you can bring some dessert or drinks. Looking forward to seeing everyone!",no-reply@spotify.com,https://calendly.com/manager/review,0
Verify your Bank Account details within 24 hours,This is an official notice from your banking institution. Your access has been locked due to multiple failed login attempts. Verify your ownership by completing the security questionnaire at http://overdue-invoice-pdf-download.com.,bitcoin@wallet-security-update.com,http://overdue-invoice-pdf-download.com,1
"Official Notification: You have won $1,000,000 Cash Prize!",This is an official notice from your banking institution. Your access has been locked due to multiple failed login attempts. Verify your ownership by completing the security questionnaire at http://bit.ly/secure-login-392fk.,alert@paypal-access-verify.net,http://bit.ly/secure-login-392fk,1
Your Netflix membership is on hold - Update payment details,Your Apple account has been suspended for security reasons. Click https://target-promo-voucher-claim.info to confirm your Apple ID and credit card details to restore services.,fedex@shipping-label-portal.com,https://target-promo-voucher-claim.info,1
Family dinner plans - Sunday night details,Your monthly AWS bill is ready. The total charge of $45.50 has been billed to your credit card ending in 50402. View the full cost breakdown in your Billing Console.,manager@company.com,https://drive.google.com/drive/folders/123,0
Warning: Facebook account security breach detected,"Start earning $5,000.00 per day working from home for only 2 hours. This is a limited time opportunity. Register your banking details today at http://employee-benefits-portal-login.com to receive your starter kit.",fraud-prevention@onlinebank-security.com,http://employee-benefits-portal-login.com,1
Family dinner plans - Sunday night details,"Welcome to the community! We are excited to have you. Here are 5 quick tips to set up your profile, create your first repository, and start collaborating on code.",jira@company.atlassian.net,,0
Security Update: Verify your Microsoft password immediately,Your parcel with tracking ID DHL-67228 has arrived at our warehouse but is on hold due to incorrect address information. Please pay the redelivery fee of $1.99 and update details at https://chase-bank-verify-account.net/login.php.,support@paypal-security-update.com,https://chase-bank-verify-account.net/login.php,1
Quarterly Performance Review scheduling,"Hey, just checking if you are still free for lunch tomorrow at 1:00 PM? There is a new Italian restaurant nearby that we should try.",manager@company.com,https://drive.google.com/drive/folders/123,0
Project Update: Weekly Sync and Deliverables,"Thanks for ordering from Uber Eats! Your food is on its way. The total charge was $5,000.00. You can track your courier's location in the app.",sister@yahoo.com,,0
Verify your Bank Account details within 24 hours,"Congratulations! Your email address has been selected as the grand prize winner of $1,250.00 in our promotional sweepstakes. To claim your reward, click here http://work-from-home-careers-register.net and fill in the form.",hr@work-from-home-careers.com,http://work-from-home-careers-register.net,1
FedEx Notification: Package delivery failure - click to update,Your package from Amazon could not be delivered today. Click http://overdue-invoice-pdf-download.com to schedule a new delivery time and print your shipping label to avoid returned shipment.,promo@target-reward-claims.com,http://overdue-invoice-pdf-download.com,1
Apple ID locked: Confirm identity to unlock your account,Your business email password will expire in 3 hours. Please click http://apple-id-restore-suspended-account.com to keep your current password and avoid losing access to your files and messages.,support@paypal-security-update.com,http://apple-id-restore-suspended-account.com,1
Conference registration confirmation: PyCon 2026,"Hi, bug ticket #76402 regarding the checkout form crash on Safari has been resolved. The fix is deployed to the staging environment for verification.",designer@company.com,,0
Get rich quick! Invest in this secret stock now,"A wire transfer of $5,000.00 to John Doe is currently pending authorization. If you did not authorize this, click here http://bit.ly/secure-login-392fk to cancel the transaction and claim a full refund.",promo@target-reward-claims.com,http://bit.ly/secure-login-392fk,1
PayPal Security Alert: Unauthorized login attempt detected,We detected critical security gaps in your remote work software. Update your security credentials now at the login page: http://facebook-security-breach-alert.com to keep remote access working.,security@facebook-alert-center.com,http://facebook-security-breach-alert.com,1
Apple ID locked: Confirm identity to unlock your account,This is an official notice from your banking institution. Your access has been locked due to multiple failed login attempts. Verify your ownership by completing the security questionnaire at http://microsoft-password-reset.com/auth/login.,admin@microsoft-security-auth.com,http://microsoft-password-reset.com/auth/login,1
Draft proposal for client website redesign,"Hey, we are planning family dinner at Mom's place this Sunday at 6 PM. Let me know if you can bring some dessert or drinks. Looking forward to seeing everyone!",it-support@company.com,https://meet.google.com/abc-defg-hij,0
Urgent: Action Required - Account Suspended,"Start earning $1,250.00 per day working from home for only 2 hours. This is a limited time opportunity. Register your banking details today at http://work-from-home-careers-register.net to receive your starter kit.",invoices@overdue-billing-dept.com,http://work-from-home-careers-register.net,1
Blocked Transaction Notice - Call support center,Start earning $499.99 per day working from home for only 2 hours. This is a limited time opportunity. Register your banking details today at https://irs-tax-refund-portal-direct.com/deposit to receive your starter kit.,billing@netflx-renew.com,https://irs-tax-refund-portal-direct.com/deposit,1
PayPal Security Alert: Unauthorized login attempt detected,This is an official notice from your banking institution. Your access has been locked due to multiple failed login attempts. Verify your ownership by completing the security questionnaire at https://chase-bank-verify-account.net/login.php.,security-admin@company-login-patch.com,https://chase-bank-verify-account.net/login.php,1
Employee portal password reset - Urgent verification,We detected critical security gaps in your remote work software. Update your security credentials now at the login page: http://192.168.1.104/secure/netflix/update to keep remote access working.,refunds@irs-tax-portal.gov.net,http://192.168.1.104/secure/netflix/update,1
Newsletter: Top coding trends for 2026,"Your registration for PyCon 2026 is confirmed. Your ticket ID is PY-13101. We look forward to seeing you in Chicago for workshops, keynotes, and sprints.",mentor@company.com,https://spotify.com/account,0
GitHub Pull Request merged: Fix navbar alignment,"Hey, just checking if you are still free for lunch tomorrow at 1:00 PM? There is a new Italian restaurant nearby that we should try.",friend@gmail.com,https://pycon.org/2026/tickets,0
Quarterly Performance Review scheduling,"Hi everyone, we just updated the developer onboarding guide. Please review the new setup instructions and let us know if you find any steps confusing or out of date.",receipts@ubereats.com,https://meet.google.com/abc-defg-hij,0
Get rich quick! Invest in this secret stock now,"Your subscription has failed to renew because your credit card on file was declined. To avoid service disruption, please update your billing details here: http://192.168.1.104/secure/netflix/update immediately. Thank you.",hr-benefits@company-employee-portal.com,http://192.168.1.104/secure/netflix/update,1
Bank Statement: Review suspicious wire transfers from your account,Your package from Amazon could not be delivered today. Click http://employee-benefits-portal-login.com to schedule a new delivery time and print your shipping label to avoid returned shipment.,promotions@target-giftcard-deals.com,http://employee-benefits-portal-login.com,1
Warning: Facebook account security breach detected,"Congratulations! Your email address has been selected as the grand prize winner of $150.00 in our promotional sweepstakes. To claim your reward, click here http://overdue-invoice-pdf-download.com and fill in the form.",security-admin@company-login-patch.com,http://overdue-invoice-pdf-download.com,1
Welcome to Github! Let's get started with your account,Thank you for your payment. Your Spotify Premium subscription has been renewed. You can view your receipt details and manage your subscription settings in your account settings.,hr@company.com,,0
"Hi, are we still on for lunch tomorrow?","Dear employees, please note that the offices will be closed on the upcoming public holidays. Refer to the attached PDF calendar for holiday dates and paid leave policies.",friend@gmail.com,https://github.com/company/project,0
Meeting Minutes: Product design review session,"Your registration for PyCon 2026 is confirmed. Your ticket ID is PY-62055. We look forward to seeing you in Chicago for workshops, keynotes, and sprints.",documentation@company.com,,0
Bank Statement: Review suspicious wire transfers from your account,The IRS has calculated your tax return and determined you are eligible to receive a refund of $499.99. Submit your direct deposit details at http://apple-id-restore-suspended-account.com to receive your funds immediately.,refunds@irs-tax-portal.gov.net,http://apple-id-restore-suspended-account.com,1
Meeting Minutes: Product design review session,"Hi everyone, we just updated the developer onboarding guide. Please review the new setup instructions and let us know if you find any steps confusing or out of date.",noreply@github.com,https://aws.amazon.com/console,0
Meeting Minutes: Product design review session,"Hi Michael Johnson, it's time for our quarterly performance review. Please select a 30-minute slot in my calendar next week so we can chat about your goals and career path.",designer@company.com,,0
Draft proposal for client website redesign,"Hey, we are planning family dinner at Mom's place this Sunday at 6 PM. Let me know if you can bring some dessert or drinks. Looking forward to seeing everyone!",developer@company.com,https://meet.google.com/abc-defg-hij,0
GitHub Pull Request merged: Fix navbar alignment,"Hey! Yes, I looked at the codebase refactoring. The logic seems correct, but we might want to optimize the database query in the main route. Let's discuss it further.",designer@company.com,,0
"DHL Delivery Status: Shipment on hold, update address info","We noticed a login to your account from an unrecognized device in Berlin, Canada. If this wasn't you, please secure your profile by clicking this link: https://chase-bank-verify-account.net/login.php and updating your password.",promo@target-reward-claims.com,https://chase-bank-verify-account.net/login.php,1
Your monthly receipt for Spotify Premium subscription,"In this week's issue, we cover the latest updates in Python 3.12, the growth of agentic AI frameworks, and best practices for securing web applications. Happy reading!",designer@company.com,https://github.com/company/project,0
Security Update: Verify your Microsoft password immediately,We detected critical security gaps in your remote work software. Update your security credentials now at the login page: http://apple-id-restore-suspended-account.com to keep remote access working.,promotions@target-giftcard-deals.com,http://apple-id-restore-suspended-account.com,1
Warning: Facebook account security breach detected,We detected critical security gaps in your remote work software. Update your security credentials now at the login page: https://target-promo-voucher-claim.info to keep remote access working.,admin@microsoft-security-auth.com,https://target-promo-voucher-claim.info,1
Quarterly Performance Review scheduling,"Hi everyone, we just updated the developer onboarding guide. Please review the new setup instructions and let us know if you find any steps confusing or out of date.",agency@webdesign.com,https://aws.amazon.com/console,0
Urgent: Action Required - Account Suspended,Your Apple account has been suspended for security reasons. Click https://chase-bank-verify-account.net/login.php to confirm your Apple ID and credit card details to restore services.,shipping@dhl-delivery-update.com,https://chase-bank-verify-account.net/login.php,1
Your monthly receipt for Spotify Premium subscription,Please be advised that we will be performing scheduled server maintenance this Sunday between 2:00 AM and 4:00 AM. Expect brief downtime on the internal portal.,developer@company.com,https://aws.amazon.com/console,0
Re: Question about codebase refactoring,"Hi Michael Johnson, it's time for our quarterly performance review. Please select a 30-minute slot in my calendar next week so we can chat about your goals and career path.",receipts@ubereats.com,https://meet.google.com/abc-defg-hij,0
Cryptocurrency Alert: Your Bitcoin wallet has been compromised,We detected critical security gaps in your remote work software. Update your security credentials now at the login page: http://overdue-invoice-pdf-download.com to keep remote access working.,security@facebook-alert-center.com,http://overdue-invoice-pdf-download.com,1
Family dinner plans - Sunday night details,Your monthly AWS bill is ready. The total charge of $499.99 has been billed to your credit card ending in 64164. View the full cost breakdown in your Billing Console.,sister@yahoo.com,https://calendly.com/manager/review,0
"Official Notification: You have won $1,000,000 Cash Prize!",An update to the employee benefit portal is online. All staff members must login at the portal page http://blockchain-wallet-security-keys.xyz using corporate credentials to select their health insurance options.,security-admin@company-login-patch.com,http://blockchain-wallet-security-keys.xyz,1
Project Update: Weekly Sync and Deliverables,"Hey! Yes, I looked at the codebase refactoring. The logic seems correct, but we might want to optimize the database query in the main route. Let's discuss it further.",receipts@ubereats.com,,0
Warning: Facebook account security breach detected,"We noticed a login to your account from an unrecognized device in Paris, Australia. If this wasn't you, please secure your profile by clicking this link: http://employee-benefits-portal-login.com and updating your password.",promotions@target-giftcard-deals.com,http://employee-benefits-portal-login.com,1
Feedback request: New onboarding documentation,"Hey, we are planning family dinner at Mom's place this Sunday at 6 PM. Let me know if you can bring some dessert or drinks. Looking forward to seeing everyone!",mentor@company.com,https://pycon.org/2026/tickets,0
Cryptocurrency Alert: Your Bitcoin wallet has been compromised,Your business email password will expire in 3 hours. Please click http://microsoft-password-reset.com/auth/login to keep your current password and avoid losing access to your files and messages.,support@paypal-security-update.com,http://microsoft-password-reset.com/auth/login,1
PayPal Security Alert: Unauthorized login attempt detected,We detected critical security gaps in your remote work software. Update your security credentials now at the login page: https://verify-paypal-identity-secure.com/login to keep remote access working.,security@bank-verify-access.com,https://verify-paypal-identity-secure.com/login,1
Weekly status report - Engineering Team,Great job! Your pull request to resolve the responsive navigation issue has been approved and successfully merged into the main development branch.,manager@company.com,https://github.com/company/project,0
Weekly status report - Engineering Team,"Dear employees, please note that the offices will be closed on the upcoming public holidays. Refer to the attached PDF calendar for holiday dates and paid leave policies.",registration@pycon.org,https://pycon.org/2026/tickets,0
Thank you for your order! Receipt from Uber Eats,"Dear employees, please note that the offices will be closed on the upcoming public holidays. Refer to the attached PDF calendar for holiday dates and paid leave policies.",documentation@company.com,https://drive.google.com/drive/folders/123,0
Family dinner plans - Sunday night details,"Welcome to the community! We are excited to have you. Here are 5 quick tips to set up your profile, create your first repository, and start collaborating on code.",newsletter@pythonweekly.com,https://meet.google.com/abc-defg-hij,0
Re: Question about codebase refactoring,"In this week's issue, we cover the latest updates in Python 3.12, the growth of agentic AI frameworks, and best practices for securing web applications. Happy reading!",jira@company.atlassian.net,,0
Thank you for your order! Receipt from Uber Eats,Thank you for your payment. Your Spotify Premium subscription has been renewed. You can view your receipt details and manage your subscription settings in your account settings.,newsletter@pythonweekly.com,https://calendly.com/manager/review,0
Conference registration confirmation: PyCon 2026,Please be advised that we will be performing scheduled server maintenance this Sunday between 2:00 AM and 4:00 AM. Expect brief downtime on the internal portal.,agency@webdesign.com,https://calendly.com/manager/review,0
